1102
9 36
10 45
0 9 188
1 5 678
0 3 603
2 2 602
3 9 67
5 6 627
4 7 639
2 4 376
7 7 10
5 9 52
3 8 318
5 7 35
1 2 205
6 8 314
0 6 782
7 9 822
0 4 501
0 1 485
0 2 992
4 6 960
1 3 518
0 7 578
1 9 840
6 7 8
4 8 323
0 5 281
3 6 450
5 8 637
3 4 867
8 9 977
2 9 205
3 5 970
6 9 648
0 8 513
4 5 244
1 8 50
1 4 410
2 3 621
2 6 932
2 5 450
9 9 40
1 1 597
4 4 748
2 7 143
2 8 238
6 15
3 4 57
0 5 307
2 4 323
3 5 578
0 4 285
5 5 818
1 2 29
0 1 973
1 4 117
4 5 575
0 3 897
0 2 768
1 1 969
2 3 264
1 5 195
6 5
3 5 887
0 4 205
1 3 115
3 4 263
1 2 840
8 28
0 6 430
1 4 990
5 5 901
2 3 818
5 6 847
2 5 736
4 5 699
2 6 20
0 3 466
2 4 745
1 1 445
0 7 508
3 4 643
1 5 6
7 7 153
3 5 803
4 4 918
0 5 107
1 2 456
6 6 536
0 0 254
4 7 182
3 6 983
1 7 508
0 1 218
1 3 360
0 4 944
4 6 490
8 28
1 6 66
1 2 728
0 5 331
3 6 391
0 3 136
0 4 713
4 6 415
2 2 885
1 3 320
0 7 18
1 4 525
1 5 892
1 1 453
4 5 578
5 6 522
2 4 845
2 5 803
2 3 219
4 7 205
1 7 141
7 7 449
3 3 387
0 6 182
3 4 436
2 6 75
3 5 661
2 7 702
0 2 170
9 8
1 7 81
2 4 678
7 8 901
4 8 590
4 6 974
3 6 706
5 6 526
0 7 686
4 6
1 2 755
2 2 576
0 1 685
1 3 431
0 2 587
0 3 564
7 21
6 6 545
1 4 986
1 5 52
4 4 281
3 4 5
1 6 409
2 4 979
1 3 135
0 2 518
0 6 276
0 4 791
0 0 559
0 1 605
5 6 191
1 2 235
3 5 853
4 6 145
4 5 923
3 3 867
2 5 199
1 1 153
9 8
3 7 397
3 8 120
5 6 530
5 8 981
0 1 468
1 5 246
2 4 179
1 2 809
9 36
6 7 494
0 8 454
5 8 313
0 2 135
0 4 490
2 7 674
0 5 767
1 8 398
0 7 481
2 4 334
0 6 79
4 8 284
3 3 152
1 2 934
6 8 141
7 8 549
7 7 693
1 4 955
3 4 979
4 7 967
4 4 579
2 5 881
5 7 303
3 8 133
3 5 996
2 3 254
0 0 11
4 6 22
1 1 6
1 3 690
1 7 575
2 2 484
1 6 295
5 6 977
3 6 878
2 6 446
5 10
1 1 710
1 3 464
3 4 390
3 3 97
0 4 716
0 2 742
0 3 725
0 1 385
1 2 569
2 3 153
5 10
0 1 482
1 1 687
3 4 783
0 2 812
3 3 788
0 4 185
1 4 850
0 0 632
1 2 953
2 3 924
6 15
2 3 185
1 2 119
5 5 716
4 5 405
3 4 424
2 4 455
0 4 906
0 1 945
0 2 826
0 5 830
3 5 397
0 3 335
1 5 965
1 4 352
0 0 75
10 45
0 3 462
3 8 635
1 5 60
2 9 296
3 9 325
4 8 49
5 5 720
3 7 422
1 3 838
2 8 441
3 6 131
1 8 515
8 8 851
3 3 20
1 1 215
2 6 187
4 9 894
1 4 19
0 0 421
7 8 929
5 6 126
2 4 42
0 7 984
4 7 584
2 2 324
7 7 712
0 9 383
2 5 728
2 3 329
0 8 907
6 7 620
1 6 571
1 2 265
0 4 169
1 7 254
4 5 782
0 2 778
6 9 575
7 9 638
2 7 286
5 8 535
3 5 470
1 9 278
4 4 150
6 8 295
5 8
1 3 471
2 4 738
1 4 557
2 2 870
0 3 643
1 1 302
0 1 90
0 4 937
9 36
2 8 16
0 1 560
3 5 411
0 7 238
1 8 658
0 8 566
5 7 124
2 6 745
6 7 49
1 4 347
3 6 696
1 5 343
4 6 941
4 5 708
2 3 991
2 7 262
1 6 238
0 4 580
2 5 336
1 3 548
3 3 607
4 4 676
5 8 546
4 8 930
3 4 474
4 7 540
0 2 676
5 5 494
2 2 440
1 1 232
5 6 185
2 4 140
7 8 665
1 2 774
6 6 592
3 7 697
8 28
6 6 726
1 7 10
4 6 714
0 2 582
3 4 714
1 2 116
5 6 463
0 5 647
2 5 370
1 5 804
2 6 486
4 7 120
6 7 484
5 5 815
2 3 470
0 6 826
4 5 348
4 4 966
1 4 186
3 3 744
3 6 426
0 1 971
3 7 557
5 7 109
1 6 699
2 7 715
0 3 717
0 4 995
9 36
1 2 31
0 3 573
4 8 318
2 7 595
5 6 507
2 8 193
3 7 669
7 7 784
1 7 269
6 8 296
0 4 100
2 3 974
4 5 222
0 7 838
2 4 541
7 8 187
0 1 136
6 7 391
1 6 24
5 7 504
1 5 891
1 8 517
1 3 860
0 6 724
1 1 958
5 8 51
4 7 136
0 8 85
0 2 574
3 4 201
0 0 235
1 4 685
3 6 498
3 8 526
2 6 411
0 5 755
5 10
1 2 751
2 3 318
1 3 40
0 1 111
1 1 19
0 4 467
3 4 458
0 3 271
0 2 357
1 4 713
6 15
0 3 432
1 5 534
1 1 575
0 2 416
2 3 514
1 2 75
1 4 604
4 4 343
4 5 159
2 5 994
1 3 551
0 4 760
0 1 576
3 5 745
0 5 963
3 3
1 1 240
1 2 703
0 2 295
5 10
1 4 614
4 4 198
2 3 558
1 1 554
0 2 477
3 4 624
2 4 646
2 2 199
1 2 513
3 3 681
9 36
0 4 46
1 8 389
1 5 354
2 7 374
1 2 526
1 7 670
1 4 954
0 7 554
4 7 869
2 2 727
4 8 77
0 6 307
0 3 890
3 8 469
4 4 2
7 8 565
6 6 160
5 6 629
2 4 406
3 7 76
2 5 827
2 3 418
4 5 977
2 6 792
3 6 59
0 1 158
0 5 816
3 4 771
5 7 682
4 6 747
6 7 962
0 8 82
1 3 967
6 8 338
2 8 64
5 8 302
4 6
0 3 795
1 1 975
2 3 175
1 2 306
1 3 94
0 2 587
8 10
1 2 830
4 6 247
2 7 682
5 6 886
4 7 841
0 5 313
1 6 389
1 7 801
1 3 57
2 3 360
6 15
1 5 259
0 1 271
3 4 140
0 2 446
5 5 481
1 1 185
2 5 683
0 3 1
1 3 197
0 5 71
1 2 123
3 5 429
4 5 132
0 4 345
1 4 262
5 4
2 3 845
1 3 153
2 4 864
0 4 233
2 1
0 1 686
10 45
3 4 959
0 5 357
9 9 368
6 9 425
2 8 700
0 3 482
8 9 74
1 4 909
7 7 235
2 9 373
6 8 554
0 8 424
5 7 484
1 2 250
0 4 944
7 9 522
1 7 240
4 5 900
0 6 462
4 6 69
6 7 143
4 8 598
3 5 132
3 6 69
1 9 972
3 9 973
4 4 996
8 8 294
2 4 588
5 6 314
0 7 658
0 0 784
7 8 64
0 1 560
4 7 7
0 9 37
6 6 530
1 6 717
2 5 492
1 3 27
5 8 577
5 9 341
3 8 746
2 7 50
4 9 529
7 21
1 1 172
0 2 135
0 4 396
1 3 135
0 1 434
4 5 545
4 6 343
5 6 120
3 5 228
0 5 465
1 2 263
4 4 803
2 4 887
1 5 908
0 6 75
3 6 487
2 5 105
6 6 113
0 0 388
2 3 337
3 4 143
10 33
6 8 275
2 8 108
5 8 585
0 7 590
1 6 650
7 9 272
7 8 422
3 8 136
5 7 599
2 7 100
2 9 415
3 3 107
5 6 594
3 9 994
1 3 209
4 9 877
1 8 452
0 8 432
8 8 773
0 3 461
1 4 224
5 9 634
2 6 502
4 8 392
1 7 951
0 4 519
2 4 168
4 5 785
2 5 325
6 9 182
6 7 857
7 7 721
1 5 395
10 45
0 8 864
6 6 27
7 7 448
5 9 585
4 9 437
2 3 52
2 2 830
2 7 758
1 3 547
0 3 279
0 4 935
3 5 920
2 8 695
4 7 804
1 7 668
0 0 136
5 6 585
2 9 153
6 7 198
0 6 487
0 2 224
6 8 5
3 9 946
6 9 283
1 8 245
4 4 655
3 7 915
4 8 758
3 6 903
2 6 636
9 9 394
0 1 452
1 1 637
3 4 715
2 5 396
7 9 171
1 5 90
3 3 673
1 6 289
4 5 230
0 7 867
4 6 64
1 2 162
1 4 94
8 8 438
8 28
3 5 456
1 3 347
1 7 655
0 4 162
0 6 337
0 2 709
5 5 837
2 5 217
5 6 447
4 6 21
0 1 356
3 4 68
0 7 306
2 4 269
1 5 877
2 7 132
2 6 265
3 7 198
1 2 329
3 6 395
1 6 745
0 3 272
2 3 788
5 7 422
1 4 622
4 7 263
0 5 566
1 1 316
10 23
0 4 346
4 7 857
8 9 47
1 8 288
6 9 149
0 3 159
5 9 722
0 8 835
2 9 338
5 8 573
5 7 342
4 6 264
3 9 276
1 9 855
3 4 722
1 6 978
3 3 731
8 8 892
2 7 194
2 3 969
2 4 165
6 8 75
1 4 421
6 15
4 5 427
0 3 515
3 5 926
5 5 182
2 5 518
1 3 153
2 3 710
1 2 574
1 4 596
2 4 553
3 4 182
0 4 959
0 1 509
1 5 683
4 4 654
2 1
0 1 540
2 1
0 1 107
3 3
0 2 723
1 2 497
1 1 49
10 45
6 8 208
0 8 922
0 5 782
0 9 100
3 9 540
1 3 296
4 6 619
3 4 567
1 2 274
3 8 565
5 8 224
1 6 910
1 1 344
2 6 701
4 8 217
1 4 661
4 7 496
3 7 264
1 9 192
5 7 37
0 0 451
1 7 329
6 7 399
4 5 131
7 8 981
8 8 457
2 7 777
5 9 950
2 8 634
0 3 510
0 2 685
3 5 977
0 1 104
1 5 161
5 6 306
3 6 379
0 4 233
2 9 177
6 9 658
0 7 655
2 3 354
1 8 841
2 5 828
7 9 955
0 6 439
8 16
1 6 689
2 7 873
6 7 566
0 6 541
3 4 970
2 3 749
0 5 84
1 2 910
5 7 994
0 1 971
5 6 419
3 7 612
0 2 223
3 5 929
1 4 466
1 7 71
10 45
0 4 120
3 4 387
0 0 627
6 9 469
1 4 139
3 5 385
2 3 771
1 2 217
9 9 704
6 7 106
3 7 304
0 8 27
3 9 211
0 6 26
5 8 966
2 4 494
2 6 549
5 6 847
1 5 825
4 4 808
5 7 242
0 7 315
0 3 804
0 2 63
4 5 379
3 3 671
0 5 821
6 6 94
6 8 115
2 7 322
1 6 830
0 1 516
4 8 751
7 9 905
0 9 677
2 5 890
1 7 607
1 9 634
4 6 88
8 9 918
4 7 567
2 9 852
3 6 636
4 9 770
7 8 769
5 10
0 3 526
3 4 500
1 1 935
2 4 204
0 0 634
2 3 446
1 2 121
1 3 389
3 3 478
0 4 700
2 1
0 1 875
5 10
1 1 245
0 1 345
3 4 984
0 0 69
0 2 403
2 3 1
0 3 285
1 3 64
0 4 122
1 2 714
3 3
0 1 408
0 0 843
0 2 574
2 1
0 1 260
4 6
0 1 336
2 3 951
0 3 428
3 3 975
0 2 902
1 2 663
5 10
2 4 350
1 3 271
2 3 446
0 1 407
1 2 436
0 4 926
0 2 2
3 4 914
1 4 725
4 4 661
7 21
3 6 277
0 4 392
6 6 682
4 6 912
4 5 289
1 1 726
1 4 6
1 6 190
0 6 755
2 3 486
0 3 626
2 5 277
0 1 414
1 3 456
3 5 775
2 2 63
2 6 230
0 2 709
5 6 622
0 5 531
3 4 716
10 45
2 9 437
3 9 539
2 5 981
7 9 326
6 6 721
3 6 867
5 7 410
6 8 522
4 9 943
5 8 955
0 6 237
6 7 570
4 4 439
1 7 431
1 6 14
9 9 562
0 3 526
0 7 351
2 6 996
5 6 254
0 5 13
3 4 125
1 3 70
2 8 79
5 9 341
0 4 339
3 5 656
1 4 959
0 2 701
6 9 459
4 8 432
0 9 867
1 1 472
4 6 166
4 7 597
0 1 239
3 8 540
8 8 734
0 8 361
2 3 325
2 7 549
5 5 982
1 5 275
7 8 649
1 9 681
4 6
1 3 142
0 3 892
0 1 376
0 0 82
1 2 681
0 2 501
7 8
0 4 726
0 3 502
0 1 223
4 6 262
1 2 161
3 5 653
3 6 828
6 6 309
5 4
1 2 716
0 4 856
0 2 82
0 3 997
10 45
5 6 645
0 9 89
3 8 438
0 1 548
0 0 121
4 5 244
6 7 719
5 7 263
0 4 903
2 4 871
2 7 429
2 2 41
6 8 132
4 7 949
1 7 264
1 9 478
2 6 89
4 6 889
2 5 40
2 8 523
5 9 585
3 3 689
1 6 351
8 8 433
1 8 375
0 5 159
4 9 534
1 2 5
6 9 833
8 9 345
2 3 563
9 9 356
0 7 739
1 4 529
7 8 385
0 2 643
3 6 520
1 3 623
2 9 986
5 5 474
3 9 414
3 7 866
4 8 534
1 1 964
0 3 174
9 36
5 7 327
0 4 377
1 3 532
4 7 112
4 5 716
6 7 617
4 8 193
3 3 240
0 6 718
0 2 591
1 8 559
2 5 798
0 7 913
2 6 913
7 8 117
5 8 813
3 8 948
3 7 687
2 3 969
2 2 707
4 4 624
2 8 374
2 7 119
6 8 955
5 5 768
1 4 524
1 7 898
0 8 533
1 5 806
0 5 152
7 7 125
0 0 717
4 6 857
0 3 903
3 4 552
5 6 860
3 3
1 2 786
0 1 308
1 1 324
5 10
2 4 149
3 4 636
1 2 758
1 3 854
0 4 956
1 1 319
0 1 887
2 2 200
0 2 556
1 4 280
8 28
2 6 678
4 6 820
5 7 233
4 7 885
4 5 869
0 4 481
1 1 766
1 5 330
6 6 323
0 5 144
1 2 194
1 7 899
0 3 903
3 5 276
6 7 733
2 3 610
5 6 920
3 6 352
2 5 968
1 4 45
3 7 603
0 1 484
5 5 49
1 6 628
0 7 248
3 3 8
0 6 35
3 4 125
5 10
2 3 104
0 1 45
1 3 610
1 2 480
3 3 764
3 4 234
1 4 650
2 4 750
0 3 727
0 4 653
4 4
0 3 563
2 2 233
2 3 845
1 2 426
9 23
5 6 999
2 7 151
6 7 706
4 8 281
2 5 344
0 3 945
3 7 621
6 6 270
5 7 279
1 2 144
1 8 715
2 8 272
2 2 259
1 4 233
2 3 986
1 1 790
2 4 425
3 5 248
4 6 205
3 4 730
1 3 705
5 8 931
4 5 350
8 28
3 3 237
7 7 199
2 3 642
1 5 350
3 6 357
0 7 683
0 6 87
0 5 191
4 7 547
4 5 700
1 3 962
2 5 156
2 4 550
0 4 957
5 6 474
3 5 585
0 3 887
0 1 460
4 4 889
1 6 401
5 5 369
1 2 169
3 7 325
2 6 52
3 4 16
0 2 734
1 7 745
1 1 427
7 21
2 4 8
0 5 891
1 2 968
3 6 396
1 6 155
4 5 6
5 6 36
3 4 533
0 3 581
2 3 335
5 5 125
1 4 401
0 6 647
1 3 131
0 1 768
4 4 279
2 2 160
3 3 99
6 6 113
4 6 729
3 5 715
9 36
0 5 8
2 3 272
3 7 42
1 8 919
4 8 777
2 2 706
2 4 411
0 6 900
6 6 251
0 4 434
0 7 643
2 6 366
0 8 270
4 5 992
5 6 493
3 6 396
2 8 460
4 6 354
3 5 663
1 3 324
6 7 851
4 4 945
0 2 470
1 4 499
1 5 762
5 7 62
2 5 270
1 2 770
7 8 554
4 7 42
1 6 386
3 8 899
0 1 104
0 0 698
1 7 524
7 7 908
3 3
1 2 782
0 2 631
1 1 446
4 6
0 1 853
1 3 149
0 2 633
2 3 272
1 2 929
1 1 545
7 21
4 6 902
0 0 251
2 5 206
3 6 554
0 4 611
1 6 356
3 3 53
1 3 154
3 5 442
1 2 72
1 4 479
5 6 52
1 5 1
2 4 948
0 3 847
0 2 155
2 3 587
4 5 845
3 4 526
0 5 71
0 6 729
2 1
0 1 720
7 21
0 3 250
3 5 942
2 3 296
0 5 312
6 6 25
2 2 834
0 6 13
4 6 635
0 1 122
3 3 526
0 0 778
3 6 146
2 4 266
0 2 535
1 4 975
1 6 846
0 4 759
4 4 940
2 5 507
4 5 444
5 6 243
5 10
1 3 529
1 2 556
0 1 570
3 4 734
2 3 833
0 2 839
2 4 748
0 4 788
0 3 728
1 4 189
2 1
0 1 449
10 45
0 5 181
6 6 720
4 5 230
1 7 119
1 1 463
3 7 8
3 6 965
2 5 311
7 8 151
7 9 338
2 6 995
8 9 715
6 9 368
3 3 760
0 1 531
0 0 119
2 7 971
5 6 569
2 9 514
1 5 827
1 4 422
2 3 26
4 4 282
4 6 431
1 3 310
0 4 928
3 4 663
0 6 712
4 8 388
0 7 247
0 3 199
6 7 629
1 9 907
3 8 426
1 8 939
0 9 748
2 8 438
1 2 97
0 2 461
5 7 502
0 8 295
5 5 426
4 9 775
5 8 690
4 7 960
2 1
0 1 31
5 10
1 1 912
3 4 583
1 4 767
0 3 453
0 1 348
2 3 843
1 3 571
0 0 688
0 2 988
2 2 503
4 6
1 2 82
0 3 526
2 3 882
0 0 711
0 1 283
1 3 936
3 3
0 0 23
0 1 60
0 2 528
10 45
6 8 787
0 8 119
0 2 764
1 6 247
3 7 705
8 9 134
5 7 287
5 5 936
2 8 137
1 4 288
4 5 732
2 4 751
0 9 559
2 2 538
3 9 419
4 7 971
3 6 944
2 9 950
1 9 412
3 4 851
0 7 86
2 7 809
5 8 738
1 1 574
2 6 200
5 9 994
3 8 942
3 5 86
4 8 181
6 6 172
0 6 755
1 3 860
0 4 286
4 9 405
2 5 4
6 7 164
7 8 591
4 6 166
2 3 715
1 7 905
0 3 951
7 9 197
0 5 993
1 8 745
3 3 257
2 1
0 1 495
2 1
0 1 692
6 15
4 5 136
0 0 836
0 5 119
1 2 279
0 4 443
4 4 390
1 3 496
3 3 328
0 1 195
0 3 985
2 3 491
2 5 350
3 4 935
1 4 452
3 5 361
10 45
2 3 861
0 0 900
4 5 566
1 5 509
6 9 936
4 4 822
0 5 789
1 9 359
0 8 305
0 2 875
7 9 821
0 4 235
3 8 258
6 8 951
4 9 733
8 8 873
0 1 928
4 8 260
1 2 612
5 6 924
4 6 142
1 7 784
3 5 235
5 9 489
0 6 163
1 1 631
7 7 175
3 9 958
1 8 303
0 3 454
0 9 517
5 8 980
2 8 801
1 4 288
4 7 711
1 6 311
3 6 12
0 7 134
6 7 587
5 7 138
5 5 336
2 4 84
2 5 632
7 8 998
8 9 300
9 36
4 8 444
1 6 922
1 1 618
6 8 334
1 5 982
4 6 532
7 8 597
4 4 892
1 3 242
2 7 474
3 8 872
5 8 349
4 5 704
3 7 78
0 4 956
1 2 974
1 8 407
3 4 511
0 3 982
0 8 234
5 6 947
7 7 135
1 4 926
2 5 284
0 7 81
3 5 918
6 6 481
2 4 877
0 1 152
3 6 75
2 6 301
2 3 859
4 7 295
2 8 82
0 0 916
6 7 590
6 15
1 2 464
1 3 730
1 4 338
2 4 70
0 5 118
0 3 153
1 5 96
2 3 895
2 5 815
4 5 68
3 3 844
0 2 6
2 2 666
0 4 685
4 4 868
10 45
0 3 884
1 5 320
3 5 558
3 9 875
4 6 562
0 6 350
2 8 510
0 5 780
2 9 509
6 8 388
5 6 478
6 7 192
0 0 459
1 6 33
0 8 934
4 7 729
2 4 105
1 3 451
2 2 774
8 9 593
2 6 780
4 4 385
7 9 535
1 8 611
0 1 70
4 9 791
6 9 951
5 8 687
8 8 43
0 4 225
0 7 753
4 5 496
2 5 705
9 9 870
6 6 976
3 4 165
7 8 755
3 8 395
2 3 417
1 7 36
3 6 355
1 4 33
0 9 863
3 7 65
1 2 141
5 10
4 4 826
2 2 544
1 4 886
0 2 405
0 1 962
2 4 430
1 2 662
1 1 242
3 4 104
1 3 922
6 15
5 5 204
0 4 87
3 5 156
4 5 204
2 3 519
0 1 211
0 5 295
1 4 159
1 1 162
2 5 786
3 3 815
0 3 255
1 5 496
4 4 62
0 2 257
8 28
4 6 567
1 7 681
2 6 185
5 6 260
2 3 844
1 6 120
1 1 925
3 4 774
2 5 559
1 3 351
4 5 105
3 5 151
0 1 733
0 0 708
1 4 369
2 7 147
7 7 625
0 3 944
5 7 326
1 5 227
0 5 834
0 7 338
3 7 307
6 7 401
4 7 703
5 5 587
1 2 917
2 2 836
9 8
4 6 280
2 4 815
2 8 465
5 7 395
2 5 158
1 4 107
3 6 543
0 2 934
9 36
2 6 352
3 5 29
4 5 740
4 4 781
0 2 834
0 4 675
5 5 556
5 7 219
2 7 273
0 0 834
8 8 719
4 8 364
3 7 269
7 8 592
4 6 865
2 8 924
6 8 615
0 5 241
1 5 3
6 7 949
1 2 15
1 4 60
0 7 984
3 4 27
5 8 400
5 6 896
3 8 862
1 7 813
0 8 768
0 1 998
2 2 557
1 6 199
2 3 873
0 6 229
0 3 811
3 6 416
4 6
1 2 502
0 3 168
0 2 289
0 0 424
1 3 803
0 1 516
8 10
0 3 395
3 5 263
0 7 605
6 7 395
5 6 237
2 6 568
2 3 766
4 6 347
3 7 370
1 3 559
7 6
2 6 596
0 3 853
1 4 440
2 5 42
0 1 995
2 3 380
4 6
0 0 122
1 2 402
1 3 204
0 3 87
0 2 222
2 3 664
5 10
2 3 536
0 2 667
0 4 720
2 4 929
3 3 469
1 3 785
0 1 281
1 2 543
3 4 165
0 3 50
2 1
0 1 125
10 45
2 4 7
4 4 269
0 7 222
6 8 281
1 9 264
1 6 1
5 6 726
7 8 472
0 4 522
5 7 309
5 5 62
2 9 167
1 8 265
4 5 723
0 9 108
0 3 123
0 6 390
5 8 916
3 9 308
0 5 848
8 8 133
0 2 98
1 5 364
2 3 427
5 9 647
0 8 173
4 9 843
0 1 684
9 9 716
3 3 405
6 9 889
0 0 642
3 8 621
4 7 592
3 7 105
4 8 203
7 7 992
3 6 94
8 9 221
4 6 943
7 9 608
1 3 926
6 6 158
6 7 909
1 7 72
9 36
1 6 730
4 8 205
2 6 355
0 3 243
5 5 643
1 2 143
3 6 60
8 8 801
0 2 806
2 5 602
7 8 752
0 8 638
6 7 571
1 8 127
4 5 976
4 4 668
2 4 243
2 8 706
2 7 905
0 6 262
3 5 48
0 7 59
3 4 604
4 7 645
4 6 333
1 3 603
6 6 546
0 5 605
5 8 338
1 7 74
1 5 96
5 7 370
2 3 317
1 1 990
3 8 727
1 4 119
5 10
3 3 611
0 4 562
0 1 612
1 3 877
0 2 275
1 4 488
2 4 202
3 4 6
1 1 250
1 2 175
4 6
0 1 60
1 3 752
0 3 736
2 3 801
0 0 217
0 2 812
5 10
2 3 411
3 4 286
1 1 980
0 3 349
0 1 110
4 4 877
1 4 604
2 2 786
1 3 133
0 4 397
6 11
1 3 825
0 3 211
0 0 19
4 5 210
0 5 586
2 3 176
1 5 406
5 5 398
1 4 612
1 2 645
2 4 973
8 26
1 6 28
0 4 657
1 1 25
3 4 726
1 7 452
4 4 788
1 2 50
6 7 274
2 6 590
3 5 54
4 6 975
0 2 794
2 7 221
0 3 316
0 6 24
1 5 852
2 2 353
3 6 308
5 6 247
2 5 850
5 7 923
4 7 532
0 1 987
4 5 709
2 3 851
0 5 259
4 6
1 3 615
2 3 650
0 0 185
3 3 373
1 2 280
0 3 131
2 1
0 1 447
9 9
1 4 683
4 5 854
0 5 543
5 8 92
2 3 469
2 6 359
3 7 85
5 7 900
0 4 119
3 3
0 2 790
0 1 41
1 2 791
8 28
2 5 879
3 5 109
1 4 772
4 5 591
4 6 574
5 5 395
0 5 879
2 6 346
2 7 707
1 6 421
6 7 860
1 3 141
1 2 824
0 7 125
3 6 591
0 6 524
1 7 359
1 5 532
0 2 28
3 7 685
3 4 248
2 3 539
3 3 206
0 4 324
0 0 757
0 3 373
4 7 537
2 4 361
7 12
0 6 344
0 2 839
3 3 880
2 3 920
3 4 852
1 5 382
2 4 373
4 5 24
3 6 307
3 5 221
1 4 822
5 6 927
9 36
0 2 542
4 6 366
7 8 418
1 5 458
3 6 511
0 5 980
4 8 436
1 6 748
6 8 856
0 7 799
0 1 554
7 7 809
5 7 91
1 2 914
5 8 777
3 8 539
1 3 496
4 7 545
2 4 120
6 6 848
0 4 490
0 8 78
1 1 587
4 5 923
1 8 988
2 8 434
5 5 458
1 7 502
3 7 189
0 6 902
6 7 194
2 6 987
2 7 47
3 5 955
1 4 885
5 6 796
3 3
1 2 4
0 2 901
0 1 242
10 45
4 6 515
1 7 589
3 6 238
3 9 195
4 9 831
7 9 988
2 7 45
0 5 793
3 3 160
0 9 978
2 8 965
0 4 795
0 0 233
0 6 460
6 9 713
6 8 485
1 1 471
3 8 273
0 3 76
0 8 987
8 9 923
2 6 475
3 5 165
2 4 984
6 7 281
4 7 552
1 5 899
1 8 581
7 7 506
1 2 390
5 8 779
3 7 148
9 9 300
2 9 308
0 1 590
1 6 632
2 5 619
1 3 830
5 7 724
4 5 810
8 8 125
5 9 952
0 2 59
2 3 506
1 4 924
10 45
1 6 142
4 8 420
4 7 691
3 4 169
1 5 261
4 5 356
0 1 93
5 7 226
3 7 874
2 4 265
2 6 915
0 3 595
6 7 555
1 8 899
0 8 899
2 3 905
1 3 118
7 7 546
5 6 821
6 6 134
0 0 91
5 5 51
8 9 976
3 9 543
2 8 579
1 4 507
5 9 21
1 9 967
3 6 381
0 2 285
1 7 435
2 9 24
1 2 217
4 4 63
0 6 634
3 5 469
6 9 388
7 8 258
0 7 146
5 8 917
2 7 311
4 6 922
8 8 524
0 4 609
2 5 104
4 6
2 3 422
1 3 603
0 3 623
1 1 564
0 1 985
1 2 657
5 10
1 3 938
2 3 96
0 4 562
0 1 30
4 4 230
1 2 863
2 4 579
2 2 263
0 3 753
3 4 546
4 6
0 2 25
0 3 973
1 3 669
0 1 254
1 1 652
1 2 999
5 10
1 3 116
0 0 268
1 1 197
3 3 680
2 2 536
0 1 198
0 2 734
0 4 65
2 3 936
3 4 74
6 15
2 5 67
4 4 67
3 5 507
0 4 465
3 4 554
2 3 603
1 3 970
0 2 482
1 4 940
0 5 424
1 5 481
0 1 419
0 3 945
2 4 780
1 1 151
8 14
1 1 902
1 6 613
4 7 105
2 7 500
0 4 953
0 7 984
1 3 493
3 4 909
5 6 401
2 5 634
6 7 87
4 6 282
1 4 639
0 3 739
9 36
5 7 638
0 1 512
1 6 256
2 8 660
3 4 483
1 5 341
0 2 221
4 8 361
0 3 58
0 6 564
8 8 132
0 5 855
4 5 330
5 6 904
1 4 147
2 5 882
3 7 672
3 8 228
5 5 219
2 6 152
2 7 909
1 2 774
6 7 248
1 7 978
3 5 449
4 6 252
7 8 401
6 8 614
3 3 408
1 3 202
0 8 750
0 4 691
2 2 181
2 3 349
1 8 860
3 6 452
4 6
1 3 471
1 2 851
0 2 848
0 3 672
0 0 748
3 3 567
7 21
2 3 714
2 4 163
1 4 407
0 2 304
4 5 916
1 5 897
1 1 419
5 6 677
0 5 879
4 4 644
3 4 433
0 3 83
1 3 397
1 6 491
4 6 93
3 3 323
3 5 990
2 2 233
1 2 562
0 4 864
2 6 429
4 6
2 3 851
0 3 135
1 2 138
0 1 318
1 3 464
0 0 907
5 10
0 4 533
1 2 879
0 3 129
4 4 248
3 4 557
1 4 487
0 0 76
2 3 851
2 4 183
0 1 496
6 15
4 5 377
2 3 894
2 4 294
0 5 991
3 4 407
3 5 266
1 5 129
0 3 526
2 2 67
1 2 468
2 5 467
0 2 846
4 4 307
0 4 161
5 5 859
4 6
1 2 404
3 3 546
0 3 5
0 2 227
2 3 544
0 1 606
5 10
0 3 434
1 1 150
0 2 762
1 3 870
3 4 243
0 1 951
2 4 943
1 2 940
0 4 807
1 4 711
5 10
0 3 375
2 3 400
0 1 157
1 2 149
1 1 917
2 2 751
1 3 870
0 4 984
1 4 814
2 4 984
10 45
1 1 386
6 8 310
2 8 65
4 4 460
1 3 431
0 9 99
3 6 445
8 8 657
0 1 811
4 6 416
0 5 349
1 7 423
1 9 510
7 9 664
7 8 479
5 9 925
3 7 421
6 7 531
1 6 503
6 6 137
1 4 130
2 3 873
5 6 732
0 4 152
4 9 216
0 6 471
3 8 652
5 5 28
1 8 880
2 7 564
3 3 245
2 6 926
5 8 74
8 9 854
0 2 798
2 4 861
2 5 225
1 2 205
1 5 966
3 4 849
2 9 276
0 3 96
4 8 915
3 9 439
0 0 518
4 6
0 3 572
0 2 332
1 2 525
2 3 820
0 1 738
1 3 970
4 6
2 3 181
0 2 106
1 2 353
2 2 495
0 1 230
3 3 581
3 3
0 2 171
1 1 576
0 1 680
3 3
0 0 893
0 1 169
0 2 149
7 19
4 6 583
3 6 700
4 5 740
0 3 922
0 5 348
2 4 924
1 6 113
3 5 274
5 6 776
1 2 748
2 5 449
0 6 244
